"pcd","pcd2","pcds","oslaua","msoa11","lsoa11","oa11","casward","statsward","osward"
"OX2 0XX","OX2  0XX","OX2 0XX","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0XY","OX2  0XY","OX2 0XY","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0XZ","OX2  0XZ","OX2 0XZ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YA","OX2  0YA","OX2 0YA","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YB","OX2  0YB","OX2 0YB","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YD","OX2  0YD","OX2 0YD","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YE","OX2  0YE","OX2 0YE","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YF","OX2  0YF","OX2 0YF","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YG","OX2  0YG","OX2 0YG","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YH","OX2  0YH","OX2 0YH","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YJ","OX2  0YJ","OX2 0YJ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YL","OX2  0YL","OX2 0YL","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YN","OX2  0YN","OX2 0YN","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YP","OX2  0YP","OX2 0YP","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YQ","OX2  0YQ","OX2 0YQ","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YR","OX2  0YR","OX2 0YR","E07000178","E02005948","E01028548","E00145455","38UCGF","38UCGF","E05006556"
"OX2 0YS","OX2  0YS","OX2 0YS","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YT","OX2  0YT","OX2 0YT","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0YU","OX2  0YU","OX2 0YU","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0YW","OX2  0YW","OX2 0YW","E07000178","E02005948","E01028548","E00145441","38UCGF","38UCGF","E05006556"
"OX2 0ZJ","OX2  0ZJ","OX2 0ZJ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZL","OX2  0ZL","OX2 0ZL","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZN","OX2  0ZN","OX2 0ZN","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZP","OX2  0ZP","OX2 0ZP","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZQ","OX2  0ZQ","OX2 0ZQ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZR","OX2  0ZR","OX2 0ZR","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZU","OX2  0ZU","OX2 0ZU","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZW","OX2  0ZW","OX2 0ZW","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZX","OX2  0ZX","OX2 0ZX","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 0ZY","OX2  0ZY","OX2 0ZY","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6AA","OX2  6AA","OX2 6AA","E07000178","E02005948","E01028550","E00145438","38UCGF","38UCGF","E05006556"
"OX2 6AB","OX2  6AB","OX2 6AB","E07000178","E02005942","E01028584","E00172596","38UCGQ","38UCGQ","E05006565"
"OX2 6AD","OX2  6AD","OX2 6AD","E07000178","E02005948","E01028550","E00145438","38UCGF","38UCGF","E05006556"
"OX2 6AE","OX2  6AE","OX2 6AE","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6AF","OX2  6AF","OX2 6AF","E07000178","E02005947","E01033282","E00145525","38UCGK","38UCGK","E05006560"
"OX2 6AG","OX2  6AG","OX2 6AG","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6AH","OX2  6AH","OX2 6AH","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6AJ","OX2  6AJ","OX2 6AJ","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6AL","OX2  6AL","OX2 6AL","E07000178","E02005948","E01028550","E00145438","38UCGF","38UCGF","E05006556"
"OX2 6AN","OX2  6AN","OX2 6AN","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6AP","OX2  6AP","OX2 6AP","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6AQ","OX2  6AQ","OX2 6AQ","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6AR","OX2  6AR","OX2 6AR","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6AS","OX2  6AS","OX2 6AS","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6AT","OX2  6AT","OX2 6AT","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6AU","OX2  6AU","OX2 6AU","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6AW","OX2  6AW","OX2 6AW","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6AX","OX2  6AX","OX2 6AX","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6AY","OX2  6AY","OX2 6AY","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6AZ","OX2  6AZ","OX2 6AZ","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6BA","OX2  6BA","OX2 6BA","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BB","OX2  6BB","OX2 6BB","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6BD","OX2  6BD","OX2 6BD","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BE","OX2  6BE","OX2 6BE","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BF","OX2  6BF","OX2 6BF","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6BG","OX2  6BG","OX2 6BG","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BH","OX2  6BH","OX2 6BH","E07000178","E02005948","E01028550","E00145450","38UCGF","38UCGF","E05006556"
"OX2 6BJ","OX2  6BJ","OX2 6BJ","E07000178","E02005948","E01028550","E00145450","38UCGF","38UCGF","E05006556"
"OX2 6BL","OX2  6BL","OX2 6BL","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BN","OX2  6BN","OX2 6BN","E07000178","E02005948","E01028550","E00145438","38UCGF","38UCGF","E05006556"
"OX2 6BP","OX2  6BP","OX2 6BP","E07000178","E02005948","E01028550","E00145438","38UCGF","38UCGF","E05006556"
"OX2 6BQ","OX2  6BQ","OX2 6BQ","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BS","OX2  6BS","OX2 6BS","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BT","OX2  6BT","OX2 6BT","E07000178","E02005948","E01028550","E00145450","38UCGF","38UCGF","E05006556"
"OX2 6BU","OX2  6BU","OX2 6BU","E07000178","E02005948","E01028550","E00145450","38UCGF","38UCGF","E05006556"
"OX2 6BW","OX2  6BW","OX2 6BW","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6BX","OX2  6BX","OX2 6BX","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BY","OX2  6BY","OX2 6BY","E07000178","E02005948","E01028551","E00145439","38UCGF","38UCGF","E05006556"
"OX2 6BZ","OX2  6BZ","OX2 6BZ","E07000178","E02005948","E01028550","E00145450","38UCGF","38UCGF","E05006556"
"OX2 6DA","OX2  6DA","OX2 6DA","E07000178","E02005948","E01028550","E00145451","38UCGF","38UCGF","E05006556"
"OX2 6DB","OX2  6DB","OX2 6DB","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6DD","OX2  6DD","OX2 6DD","E07000178","E02005948","E01028550","E00145449","38UCGF","38UCGF","E05006556"
"OX2 6DE","OX2  6DE","OX2 6DE","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6DF","OX2  6DF","OX2 6DF","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6DG","OX2  6DG","OX2 6DG","E07000178","E02005948","E01028550","E00145449","38UCGF","38UCGF","E05006556"
"OX2 6DH","OX2  6DH","OX2 6DH","E07000178","E02005948","E01028550","E00145449","38UCGF","38UCGF","E05006556"
"OX2 6DJ","OX2  6DJ","OX2 6DJ","E07000178","E02005948","E01028550","E00145447","38UCGF","38UCGF","E05006556"
"OX2 6DL","OX2  6DL","OX2 6DL","E07000178","E02005948","E01028550","E00145449","38UCGF","38UCGF","E05006556"
"OX2 6DN","OX2  6DN","OX2 6DN","E07000178","E02005948","E01028550","E00145447","38UCGF","38UCGF","E05006556"
"OX2 6DP","OX2  6DP","OX2 6DP","E07000178","E02005948","E01028550","E00145438","38UCGF","38UCGF","E05006556"
"OX2 6DQ","OX2  6DQ","OX2 6DQ","E07000178","E02005948","E01028550","E00145449","38UCGF","38UCGF","E05006556"
"OX2 6DR","OX2  6DR","OX2 6DR","E07000178","E02005948","E01028550","E00145447","38UCGF","38UCGF","E05006556"
"OX2 6DS","OX2  6DS","OX2 6DS","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6DT","OX2  6DT","OX2 6DT","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6DU","OX2  6DU","OX2 6DU","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6DW","OX2  6DW","OX2 6DW","E07000178","E02005948","E01028550","E00145447","38UCGF","38UCGF","E05006556"
"OX2 6DX","OX2  6DX","OX2 6DX","E07000178","E02005948","E01028550","E00145449","38UCGF","38UCGF","E05006556"
"OX2 6DY","OX2  6DY","OX2 6DY","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6EA","OX2  6EA","OX2 6EA","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6EB","OX2  6EB","OX2 6EB","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6ED","OX2  6ED","OX2 6ED","E07000178","E02005947","E01033282","E00172561","38UCGK","38UCGK","E05006560"
"OX2 6EE","OX2  6EE","OX2 6EE","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6EF","OX2  6EF","OX2 6EF","E07000178","E02005942","E01028565","E00145530","38UCGK","38UCGK","E05006560"
"OX2 6EG","OX2  6EG","OX2 6EG","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6EH","OX2  6EH","OX2 6EH","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6EJ","OX2  6EJ","OX2 6EJ","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6EL","OX2  6EL","OX2 6EL","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6EN","OX2  6EN","OX2 6EN","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6EP","OX2  6EP","OX2 6EP","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6EQ","OX2  6EQ","OX2 6EQ","E07000178","E02005947","E01033282","E00172589","38UCGK","38UCGK","E05006560"
"OX2 6ER","OX2  6ER","OX2 6ER","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
"OX2 6ES","OX2  6ES","OX2 6ES","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6ET","OX2  6ET","OX2 6ET","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6EU","OX2  6EU","OX2 6EU","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6EW","OX2  6EW","OX2 6EW","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6EX","OX2  6EX","OX2 6EX","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6EY","OX2  6EY","OX2 6EY","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6EZ","OX2  6EZ","OX2 6EZ","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6FA","OX2  6FA","OX2 6FA","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6FB","OX2  6FB","OX2 6FB","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6FD","OX2  6FD","OX2 6FD","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6FE","OX2  6FE","OX2 6FE","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FF","OX2  6FF","OX2 6FF","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6FG","OX2  6FG","OX2 6FG","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6FH","OX2  6FH","OX2 6FH","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6FJ","OX2  6FJ","OX2 6FJ","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6FL","OX2  6FL","OX2 6FL","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6FN","OX2  6FN","OX2 6FN","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FP","OX2  6FP","OX2 6FP","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FQ","OX2  6FQ","OX2 6FQ","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FR","OX2  6FR","OX2 6FR","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6FS","OX2  6FS","OX2 6FS","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6FT","OX2  6FT","OX2 6FT","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6FU","OX2  6FU","OX2 6FU","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FW","OX2  6FW","OX2 6FW","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FX","OX2  6FX","OX2 6FX","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6FY","OX2  6FY","OX2 6FY","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6FZ","OX2  6FZ","OX2 6FZ","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6GA","OX2  6GA","OX2 6GA","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GB","OX2  6GB","OX2 6GB","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GD","OX2  6GD","OX2 6GD","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GE","OX2  6GE","OX2 6GE","E07000178","E02005947","E01033282","E00172561","38UCGK","38UCGK","E05006560"
"OX2 6GF","OX2  6GF","OX2 6GF","E07000178","E02005947","E01033282","E00172559","38UCGK","38UCGK","E05006560"
"OX2 6GG","OX2  6GG","OX2 6GG","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6GH","OX2  6GH","OX2 6GH","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6GJ","OX2  6GJ","OX2 6GJ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GL","OX2  6GL","OX2 6GL","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GN","OX2  6GN","OX2 6GN","E07000178","E02005947","E01033282","E00172561","38UCGK","38UCGK","E05006560"
"OX2 6GP","OX2  6GP","OX2 6GP","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GR","OX2  6GR","OX2 6GR","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6GS","OX2  6GS","OX2 6GS","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6GT","OX2  6GT","OX2 6GT","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6GU","OX2  6GU","OX2 6GU","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6GX","OX2  6GX","OX2 6GX","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6GY","OX2  6GY","OX2 6GY","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6GZ","OX2  6GZ","OX2 6GZ","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6HA","OX2  6HA","OX2 6HA","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HB","OX2  6HB","OX2 6HB","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6HD","OX2  6HD","OX2 6HD","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HE","OX2  6HE","OX2 6HE","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HF","OX2  6HF","OX2 6HF","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HG","OX2  6HG","OX2 6HG","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HH","OX2  6HH","OX2 6HH","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6HJ","OX2  6HJ","OX2 6HJ","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6HL","OX2  6HL","OX2 6HL","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6HN","OX2  6HN","OX2 6HN","E07000178","E02005947","E01033282","E00145525","38UCGK","38UCGK","E05006560"
"OX2 6HP","OX2  6HP","OX2 6HP","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6HQ","OX2  6HQ","OX2 6HQ","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HR","OX2  6HR","OX2 6HR","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6HS","OX2  6HS","OX2 6HS","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HT","OX2  6HT","OX2 6HT","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6HU","OX2  6HU","OX2 6HU","E07000178","E02005947","E01033282","E00145521","38UCGK","38UCGK","E05006560"
"OX2 6HW","OX2  6HW","OX2 6HW","E07000178","E02005947","E01033282","E00145525","38UCGK","38UCGK","E05006560"
"OX2 6HX","OX2  6HX","OX2 6HX","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6HY","OX2  6HY","OX2 6HY","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6HZ","OX2  6HZ","OX2 6HZ","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6JA","OX2  6JA","OX2 6JA","E07000178","E02005947","E01033282","E00145525","38UCGK","38UCGK","E05006560"
"OX2 6JB","OX2  6JB","OX2 6JB","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6JD","OX2  6JD","OX2 6JD","E07000178","E02005947","E01033282","E00145518","38UCGK","38UCGK","E05006560"
"OX2 6JE","OX2  6JE","OX2 6JE","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6JF","OX2  6JF","OX2 6JF","E07000178","E02005947","E01033282","E00172570","38UCGK","38UCGK","E05006560"
"OX2 6JG","OX2  6JG","OX2 6JG","E07000178","E02005947","E01033282","E00145525","38UCGK","38UCGK","E05006560"
"OX2 6JH","OX2  6JH","OX2 6JH","E07000178","E02005942","E01028584","E00145610","38UCGQ","38UCGQ","E05006565"
"OX2 6JJ","OX2  6JJ","OX2 6JJ","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6JL","OX2  6JL","OX2 6JL","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6JN","OX2  6JN","OX2 6JN","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6JP","OX2  6JP","OX2 6JP","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6JQ","OX2  6JQ","OX2 6JQ","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6JR","OX2  6JR","OX2 6JR","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6JS","OX2  6JS","OX2 6JS","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6JT","OX2  6JT","OX2 6JT","E07000178","E02005942","E01028585","E00145620","38UCGQ","38UCGQ","E05006565"
"OX2 6JU","OX2  6JU","OX2 6JU","E07000178","E02005942","E01028585","E00145616","38UCGQ","38UCGQ","E05006565"
"OX2 6JW","OX2  6JW","OX2 6JW","E07000178","E02005947","E01033282","E00145525","38UCGK","38UCGK","E05006560"
"OX2 6JX","OX2  6JX","OX2 6JX","E07000178","E02005942","E01028585","E00145616","38UCGQ","38UCGQ","E05006565"
"OX2 6JY","OX2  6JY","OX2 6JY","E07000178","E02005942","E01028585","E00145616","38UCGQ","38UCGQ","E05006565"
"OX2 6JZ","OX2  6JZ","OX2 6JZ","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6LA","OX2  6LA","OX2 6LA","E07000178","E02005942","E01028585","E00145616","38UCGQ","38UCGQ","E05006565"
"OX2 6LB","OX2  6LB","OX2 6LB","E07000178","E02005942","E01028585","E00145619","38UCGQ","38UCGQ","E05006565"
"OX2 6LD","OX2  6LD","OX2 6LD","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6LE","OX2  6LE","OX2 6LE","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6LF","OX2  6LF","OX2 6LF","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LG","OX2  6LG","OX2 6LG","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6LH","OX2  6LH","OX2 6LH","E07000178","E02005947","E01033282","E00172570","38UCGK","38UCGK","E05006560"
"OX2 6LJ","OX2  6LJ","OX2 6LJ","E07000178","E02005947","E01033282","E00145529","38UCGK","38UCGK","E05006560"
"OX2 6LL","OX2  6LL","OX2 6LL","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LN","OX2  6LN","OX2 6LN","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6LP","OX2  6LP","OX2 6LP","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LQ","OX2  6LQ","OX2 6LQ","E07000178","E02005942","E01028585","E00145620","38UCGQ","38UCGQ","E05006565"
"OX2 6LR","OX2  6LR","OX2 6LR","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LS","OX2  6LS","OX2 6LS","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LT","OX2  6LT","OX2 6LT","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LU","OX2  6LU","OX2 6LU","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LW","OX2  6LW","OX2 6LW","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6LX","OX2  6LX","OX2 6LX","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LY","OX2  6LY","OX2 6LY","E07000178","E02005947","E01033282","E00145517","38UCGK","38UCGK","E05006560"
"OX2 6LZ","OX2  6LZ","OX2 6LZ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6NA","OX2  6NA","OX2 6NA","E07000178","E02005947","E01033282","E00172570","38UCGK","38UCGK","E05006560"
"OX2 6NB","OX2  6NB","OX2 6NB","E07000178","E02005947","E01033282","E00172570","38UCGK","38UCGK","E05006560"
"OX2 6ND","OX2  6ND","OX2 6ND","E07000178","E02005947","E01033282","E00172570","38UCGK","38UCGK","E05006560"
"OX2 6NE","OX2  6NE","OX2 6NE","E07000178","E02005942","E01028585","E00172571","38UCGQ","38UCGQ","E05006565"
"OX2 6NF","OX2  6NF","OX2 6NF","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6NG","OX2  6NG","OX2 6NG","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6NH","OX2  6NH","OX2 6NH","E07000178","E02005947","E01033282","E00172568","38UCGK","38UCGK","E05006560"
"OX2 6NJ","OX2  6NJ","OX2 6NJ","E07000178","E02005947","E01033282","E00145522","38UCGK","38UCGK","E05006560"
"OX2 6NL","OX2  6NL","OX2 6NL","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6NN","OX2  6NN","OX2 6NN","E07000178","E02005947","E01033282","E00145522","38UCGK","38UCGK","E05006560"
"OX2 6NP","OX2  6NP","OX2 6NP","E07000178","E02005947","E01033282","E00145527","38UCGK","38UCGK","E05006560"
"OX2 6NQ","OX2  6NQ","OX2 6NQ","E07000178","E02005947","E01028522","E00172573","38UCFW","38UCFW","E05006547"
"OX2 6NR","OX2  6NR","OX2 6NR","E07000178","E02005948","E01028550","E00145448","38UCGF","38UCGF","E05006556"
